LGA19_source,LGA19_target,date,time,region,n_trips
15990,18250,1/1/21,1600,NSW,549.2097951
15990,18250,2/1/21,0,NSW,569.8527131
15990,18250,2/1/21,800,NSW,605.2499804
15990,18250,2/1/21,1600,NSW,545.4121772
15990,18250,3/1/21,0,NSW,535.5423389
15990,18250,3/1/21,800,NSW,573.6800493
15990,18250,3/1/21,1600,NSW,530.1308349
15990,18500,1/1/21,0,NSW,48.81443394
15990,18500,1/1/21,800,NSW,52.58560565
15990,18500,1/1/21,1600,NSW,43.77468615
15990,18500,2/1/21,0,NSW,49.39789942
15990,18500,2/1/21,800,NSW,62.58056683
15990,18500,2/1/21,1600,NSW,45.08751263
15990,18500,3/1/21,0,NSW,52.99698055
15990,18500,3/1/21,800,NSW,60.83003787
15990,18500,3/1/21,1600,NSW,52.85102035
16100,10470,1/1/21,0,NSW,2.806016656
16100,10470,1/1/21,800,NSW,2.865567245
16100,10470,1/1/21,1600,NSW,2.455197645
16100,10470,2/1/21,0,NSW,2.104378633
16100,10470,2/1/21,800,NSW,2.286540377
16100,10470,2/1/21,1600,NSW,2.172436449
16100,10470,3/1/21,0,NSW,2.446690418
16100,10470,3/1/21,800,NSW,2.27803315
16100,10470,3/1/21,1600,NSW,2.124903065
16100,14870,1/1/21,0,NSW,0
16100,14870,1/1/21,800,NSW,0
16100,14870,1/1/21,1600,NSW,0
16100,14870,2/1/21,0,NSW,0
16100,14870,2/1/21,800,NSW,0
16100,14870,2/1/21,1600,NSW,0
16100,14870,3/1/21,0,NSW,0
16100,14870,3/1/21,800,NSW,0
16100,14870,3/1/21,1600,NSW,0
16100,16100,1/1/21,0,NSW,209.9559104
16100,16100,1/1/21,800,NSW,216.9564259
16100,16100,1/1/21,1600,NSW,241.753144
16100,16100,2/1/21,0,NSW,218.5503775
16100,16100,2/1/21,800,NSW,228.2851975
16100,16100,2/1/21,1600,NSW,238.5509665
16100,16100,3/1/21,0,NSW,225.7530703
16100,16100,3/1/21,800,NSW,236.2851238
16100,16100,3/1/21,1600,NSW,197.2837985
16150,10470,1/1/21,0,NSW,13.98350377
16150,10850,1/1/21,1600,NSW,11.11941263
16150,10850,2/1/21,1600,NSW,7.412941756
16150,10850,3/1/21,800,NSW,5.294958397
16150,10850,3/1/21,1600,NSW,24.36492897
16150,11400,1/1/21,0,NSW,43.49633898
16150,11400,1/1/21,800,NSW,45.59620022
16150,11400,1/1/21,1600,NSW,50.77738904
16150,11400,2/1/21,0,NSW,34.8307403
16150,11400,2/1/21,800,NSW,38.7812167
16150,11400,2/1/21,1600,NSW,48.91198393
16150,11400,3/1/21,0,NSW,36.40029973
16150,11400,3/1/21,800,NSW,44.86909649
16150,11400,3/1/21,1600,NSW,56.6321767
16150,16150,1/1/21,0,NSW,2394.929105
16150,16150,1/1/21,800,NSW,2667.786671
16150,16150,1/1/21,1600,NSW,2491.195362
16150,16150,2/1/21,0,NSW,2417.844685
16150,16150,2/1/21,800,NSW,2660.580522
16150,16150,2/1/21,1600,NSW,2536.532437
16150,16150,3/1/21,0,NSW,2464.864108
16150,16150,3/1/21,800,NSW,2716.258001
16150,16150,3/1/21,1600,NSW,2557.502976
16200,12900,1/1/21,0,NSW,2.111898935
16200,12900,1/1/21,800,NSW,2.633016854
16200,12900,1/1/21,1600,NSW,2.358744265
16200,12900,2/1/21,0,NSW,1.974762641
16200,12900,2/1/21,800,NSW,2.276462488
16200,12900,2/1/21,1600,NSW,2.139326194
16200,12900,3/1/21,0,NSW,2.029617158
16200,12900,3/1/21,800,NSW,2.413598783
16200,12900,3/1/21,1600,NSW,1.810199087
16200,14600,1/1/21,0,NSW,2.609712631
16200,14600,1/1/21,800,NSW,2.609712631
16200,14600,1/1/21,1600,NSW,3.588354867
16200,14600,2/1/21,0,NSW,2.609712631
16200,14600,2/1/21,800,NSW,2.446605591
16200,14600,2/1/21,1600,NSW,1.957284473
16200,14600,3/1/21,0,NSW,1.957284473
16200,14600,3/1/21,800,NSW,2.283498552
16200,14600,3/1/21,1600,NSW,1.631070394
16200,16200,1/1/21,0,NSW,696.8215703
16200,16200,1/1/21,800,NSW,773.7641994
16200,16200,1/1/21,1600,NSW,771.1107249
16200,16200,2/1/21,0,NSW,707.0998259
16200,16200,2/1/21,800,NSW,809.8559946
16200,16200,2/1/21,1600,NSW,761.2392429
16200,16200,3/1/21,0,NSW,754.4618473
16200,16200,3/1/21,800,NSW,849.94607
16200,16200,3/1/21,1600,NSW,778.643718
16260,10500,1/1/21,0,NSW,46.96625298
16260,10500,1/1/21,800,NSW,60.39794338
16260,10500,1/1/21,1600,NSW,38.07695
16260,10500,2/1/21,0,NSW,52.83527411
16260,10500,2/1/21,800,NSW,64.69570072
16260,10500,2/1/21,1600,NSW,33.01508932
16260,10500,3/1/21,0,NSW,42.70468493
16260,10500,3/1/21,800,NSW,48.92490827
16260,10500,3/1/21,1600,NSW,58.20897896
16260,10750,1/1/21,0,NSW,1116.216839
16260,10750,1/1/21,800,NSW,1289.543932
16260,10750,1/1/21,1600,NSW,1089.803934
16260,10750,2/1/21,0,NSW,1135.212782
16260,10750,2/1/21,800,NSW,1336.419134
16260,10750,2/1/21,1600,NSW,1110.896861
16260,10750,3/1/21,0,NSW,1123.924113
16260,10750,3/1/21,800,NSW,1336.281405
16260,10750,3/1/21,1600,NSW,1146.728179
16260,11300,1/1/21,0,NSW,17.64057963
16260,11300,1/1/21,800,NSW,20.96665956
16260,11300,1/1/21,1600,NSW,15.15582939
16260,11300,2/1/21,0,NSW,21.32791072
16260,11300,2/1/21,800,NSW,25.85729882
16260,11300,2/1/21,1600,NSW,14.06558389
16260,11300,3/1/21,0,NSW,17.94798375
16260,11300,3/1/21,800,NSW,23.16359714
16260,11300,3/1/21,1600,NSW,21.88047256
16260,11450,1/1/21,0,NSW,9.624189181
16260,11450,1/1/21,800,NSW,12.79997581
16260,11450,1/1/21,1600,NSW,5.260036215
16260,11450,2/1/21,0,NSW,8.779490262
16260,11450,2/1/21,800,NSW,14.82728006
16260,11450,2/1/21,1600,NSW,1.113393255
16260,11450,3/1/21,0,NSW,5.620301148
16260,11450,3/1/21,800,NSW,7.162951758
16260,11450,3/1/21,1600,NSW,8.997096079
16260,11500,1/1/21,0,NSW,25.44035175
16260,11500,1/1/21,800,NSW,28.61918272
16260,11500,1/1/21,1600,NSW,13.39282949
16260,11500,2/1/21,0,NSW,20.30761226
16260,11500,2/1/21,800,NSW,30.07521886
16260,11500,2/1/21,1600,NSW,8.091403777
16260,11500,3/1/21,0,NSW,15.77578231
16260,11500,3/1/21,800,NSW,15.83338152
16260,11500,3/1/21,1600,NSW,32.11300202
16260,11520,1/1/21,0,NSW,151.7129077
16260,11520,1/1/21,800,NSW,154.4914983
16260,11520,1/1/21,1600,NSW,142.0619412
16260,11520,2/1/21,0,NSW,170.5775979
16260,11520,2/1/21,800,NSW,166.9364112
16260,11520,2/1/21,1600,NSW,134.1415478
16260,11520,3/1/21,0,NSW,159.2978859
16260,11520,3/1/21,800,NSW,163.8724208
16260,11520,3/1/21,1600,NSW,171.6014421
16260,11570,1/1/21,0,NSW,171.4851454
16260,11570,1/1/21,800,NSW,220.1496097
16260,11570,1/1/21,1600,NSW,166.2448936
16260,11570,2/1/21,0,NSW,212.0825668
16260,11570,2/1/21,800,NSW,279.743416
16260,11570,2/1/21,1600,NSW,148.7590381
16260,11570,3/1/21,0,NSW,172.5367032
16260,11570,3/1/21,800,NSW,242.6414692
16260,11570,3/1/21,1600,NSW,252.3998096
16260,12380,1/1/21,0,NSW,3546.432599
16260,12380,1/1/21,800,NSW,4003.905601
16260,12380,1/1/21,1600,NSW,3617.223813
16260,12380,2/1/21,0,NSW,3447.608591
16260,12380,2/1/21,800,NSW,3922.323616
16260,12380,2/1/21,1600,NSW,3685.777423
16260,12380,3/1/21,0,NSW,3613.745502
16260,12380,3/1/21,800,NSW,4134.5105
16260,12380,3/1/21,1600,NSW,3625.543273
16260,12850,1/1/21,0,NSW,397.3895816
16260,12850,1/1/21,800,NSW,444.6373402
16260,12850,1/1/21,1600,NSW,393.6502608
16260,12850,2/1/21,0,NSW,421.30983
16260,12850,2/1/21,800,NSW,493.3077037
16260,12850,2/1/21,1600,NSW,393.0350667
16260,12850,3/1/21,0,NSW,410.9932479
16260,12850,3/1/21,800,NSW,480.7694036
16260,12850,3/1/21,1600,NSW,493.7969215
16260,12930,1/1/21,0,NSW,27.20339441
16260,12930,1/1/21,800,NSW,45.10425715
16260,12930,1/1/21,1600,NSW,21.00549436
16260,12930,2/1/21,0,NSW,30.85164252
16260,12930,2/1/21,800,NSW,41.307523
16260,12930,2/1/21,1600,NSW,19.25473239
16260,12930,3/1/21,0,NSW,22.15377163
16260,12930,3/1/21,800,NSW,31.89041954
16260,12930,3/1/21,1600,NSW,23.79007529
16260,13800,1/1/21,0,NSW,5.907392606
16260,13800,1/1/21,800,NSW,5.62869038
16260,13800,1/1/21,1600,NSW,0.085053333
16260,13800,2/1/21,0,NSW,5.425937327
16260,13800,2/1/21,800,NSW,7.217667403
16260,13800,2/1/21,1600,NSW,0.08947548
16260,13800,3/1/21,0,NSW,0.119900311
16260,13800,3/1/21,800,NSW,0.522374477
16260,13800,3/1/21,1600,NSW,2.141444918
16260,14000,1/1/21,0,NSW,740.3834717
16260,14000,1/1/21,800,NSW,826.5338809
16260,14000,1/1/21,1600,NSW,752.7994194
16260,14000,2/1/21,0,NSW,732.3066478
16260,14000,2/1/21,800,NSW,805.5658028
16260,14000,2/1/21,1600,NSW,737.550606
16260,14000,3/1/21,0,NSW,750.9159854
16260,14000,3/1/21,800,NSW,842.4963267
16260,14000,3/1/21,1600,NSW,762.0252324
16260,14100,1/1/21,0,NSW,12.05669015
16260,14100,1/1/21,800,NSW,10.92136656
16260,14100,1/1/21,1600,NSW,10.21038843
16260,14100,2/1/21,0,NSW,15.59925832
16260,14100,2/1/21,800,NSW,13.43031917
16260,14100,2/1/21,1600,NSW,8.660893937
16260,14100,3/1/21,0,NSW,13.08037092
16260,14100,3/1/21,800,NSW,12.01536395
16260,14100,3/1/21,1600,NSW,15.28789322
16260,14170,1/1/21,0,NSW,85.5251603
16260,14170,1/1/21,800,NSW,98.64477398
16260,14170,1/1/21,1600,NSW,73.13002597
16260,14170,2/1/21,0,NSW,106.3682899
16260,14170,2/1/21,800,NSW,120.6796916
16260,14170,2/1/21,1600,NSW,67.82297104
16260,14170,3/1/21,0,NSW,89.20029377
16260,14170,3/1/21,800,NSW,105.7149836
16260,14170,3/1/21,1600,NSW,115.0159875
16260,14500,1/1/21,0,NSW,173.3954011
16260,14500,1/1/21,800,NSW,181.038018
16260,14500,1/1/21,1600,NSW,170.9428496
16260,14500,2/1/21,0,NSW,185.0675593
16260,14500,2/1/21,800,NSW,185.6863888
16260,14500,2/1/21,1600,NSW,155.9495846
16260,14500,3/1/21,0,NSW,175.410656
16260,14500,3/1/21,800,NSW,184.1292554
16260,14500,3/1/21,1600,NSW,205.578363
16260,14700,1/1/21,0,NSW,25.68431502
16260,14700,1/1/21,800,NSW,23.43689934
16260,14700,1/1/21,1600,NSW,21.11595984
16260,14700,2/1/21,0,NSW,33.35447996
16260,14700,2/1/21,800,NSW,28.01107037
16260,14700,2/1/21,1600,NSW,18.16255057
16260,14700,3/1/21,0,NSW,27.60509776
16260,14700,3/1/21,800,NSW,24.46560001
16260,14700,3/1/21,1600,NSW,36.23367754
16260,14900,1/1/21,0,NSW,61.97766336
16260,14900,1/1/21,800,NSW,80.44418692
16260,14900,1/1/21,1600,NSW,47.15067527
16260,14900,2/1/21,0,NSW,74.5403422
16260,14900,2/1/21,800,NSW,105.0601942
16260,14900,2/1/21,1600,NSW,46.15201191
16260,14900,3/1/21,0,NSW,60.9402249
16260,14900,3/1/21,800,NSW,82.30060441
16260,14900,3/1/21,1600,NSW,78.13470429
16260,15350,1/1/21,0,NSW,13.57212695
16260,15350,1/1/21,800,NSW,12.64157947
16260,15350,1/1/21,1600,NSW,10.20423868
16260,15350,2/1/21,0,NSW,17.8105854
16260,15350,2/1/21,800,NSW,13.90137915
16260,15350,2/1/21,1600,NSW,9.165402626
16260,15350,3/1/21,0,NSW,14.19672065
16260,15350,3/1/21,800,NSW,11.2301675
16260,15350,3/1/21,1600,NSW,24.65186272
16260,15950,1/1/21,0,NSW,32.39119294
16260,15950,1/1/21,800,NSW,30.17035142
16260,15950,1/1/21,1600,NSW,24.35340202
16260,15950,2/1/21,0,NSW,42.50668374
16260,15950,2/1/21,800,NSW,33.17698514
16260,15950,2/1/21,1600,NSW,21.87411936
16260,15950,3/1/21,0,NSW,33.88184619
16260,15950,3/1/21,800,NSW,26.80188033
16260,15950,3/1/21,1600,NSW,58.83405339
16260,15990,1/1/21,0,NSW,22.78897662
16260,15990,1/1/21,800,NSW,20.92716458
16260,15990,1/1/21,1600,NSW,17.58959771
16260,15990,2/1/21,0,NSW,38.2931204
16260,15990,2/1/21,800,NSW,23.94079397
16260,15990,2/1/21,1600,NSW,10.9824101
16260,15990,3/1/21,0,NSW,35.21340679
16260,15990,3/1/21,800,NSW,20.76500426
16260,15990,3/1/21,1600,NSW,51.43888897
16260,16260,1/1/21,0,NSW,4887.692947
16260,16260,1/1/21,800,NSW,5475.905586
16260,16260,1/1/21,1600,NSW,4989.210899
16260,16260,2/1/21,0,NSW,4734.399798
16260,16260,2/1/21,800,NSW,5313.13649
16260,16260,2/1/21,1600,NSW,5059.858991
16260,16260,3/1/21,0,NSW,4980.327502
16260,16260,3/1/21,800,NSW,5636.297541
16260,16260,3/1/21,1600,NSW,4957.443027
16260,16350,1/1/21,0,NSW,59.4746414
16260,16350,1/1/21,800,NSW,75.64928471
16260,16350,1/1/21,1600,NSW,45.97866056
16260,16350,2/1/21,0,NSW,60.85442512
16260,16350,2/1/21,800,NSW,76.22061389
16260,16350,2/1/21,1600,NSW,39.13885221
16260,16350,3/1/21,0,NSW,52.01091825
16260,16350,3/1/21,800,NSW,58.99145954
16260,16350,3/1/21,1600,NSW,90.85741918
16260,16550,1/1/21,0,NSW,48.6553737
16260,16550,1/1/21,800,NSW,48.47860016
16260,16550,1/1/21,1600,NSW,41.42009594
16260,16550,2/1/21,0,NSW,63.08122471
16260,16550,2/1/21,800,NSW,59.88218113
16260,16550,2/1/21,1600,NSW,35.40431192
16260,16550,3/1/21,0,NSW,55.16547456
16260,16550,3/1/21,800,NSW,43.87239702
16260,16550,3/1/21,1600,NSW,86.26471128
16260,16700,1/1/21,0,NSW,488.9393545
16260,16700,1/1/21,800,NSW,529.3362798
16260,16700,1/1/21,1600,NSW,486.7051968
16260,16700,2/1/21,0,NSW,496.7408788
16260,16700,2/1/21,800,NSW,530.4949719
16260,16700,2/1/21,1600,NSW,480.818825
16260,16700,3/1/21,0,NSW,501.2254792
16260,16700,3/1/21,800,NSW,548.1987952
16260,16700,3/1/21,1600,NSW,523.1817468
16260,17100,1/1/21,0,NSW,444.1782492
16260,17100,1/1/21,800,NSW,499.359082
16260,17100,1/1/21,1600,NSW,451.545747
16260,17100,2/1/21,0,NSW,432.8905085
16260,17100,2/1/21,800,NSW,487.3297174
16260,17100,2/1/21,1600,NSW,458.3923453
16260,17100,3/1/21,0,NSW,451.7072958
16260,17100,3/1/21,800,NSW,514.6891379
16260,17100,3/1/21,1600,NSW,454.9978367
16260,17150,1/1/21,0,NSW,22.62361275
16260,17150,1/1/21,800,NSW,16.6626379
16260,17150,1/1/21,1600,NSW,13.98695678
16260,17150,2/1/21,0,NSW,19.58906629
16260,17150,2/1/21,800,NSW,17.96492299
16260,17150,2/1/21,1600,NSW,4.98801055
16260,17150,3/1/21,0,NSW,6.705256311
16260,17150,3/1/21,800,NSW,9.436247642
16260,17150,3/1/21,1600,NSW,24.23156979
16260,17200,1/1/21,0,NSW,81.24963922
16260,17200,1/1/21,800,NSW,88.37881571
16260,17200,1/1/21,1600,NSW,74.43227214
16260,17200,2/1/21,0,NSW,118.484835
16260,17200,2/1/21,800,NSW,108.8488426
16260,17200,2/1/21,1600,NSW,70.6727951
16260,17200,3/1/21,0,NSW,101.0419905
16260,17200,3/1/21,800,NSW,81.28800596
16260,17200,3/1/21,1600,NSW,143.6162429
16260,17420,1/1/21,0,NSW,1161.758785
16260,17420,1/1/21,800,NSW,1309.376277
16260,17420,1/1/21,1600,NSW,1170.978066
16260,17420,2/1/21,0,NSW,1145.472906
16260,17420,2/1/21,800,NSW,1307.836367
16260,17420,2/1/21,1600,NSW,1180.221811
16260,17420,3/1/21,0,NSW,1190.767259
16260,17420,3/1/21,800,NSW,1350.612072
16260,17420,3/1/21,1600,NSW,1165.231582
16260,18050,1/1/21,0,NSW,25.92514962
16260,18050,1/1/21,800,NSW,28.31567654
16260,18050,1/1/21,1600,NSW,23.87148596
16260,18050,2/1/21,0,NSW,37.91427056
16260,18050,2/1/21,800,NSW,34.96508538
16260,18050,2/1/21,1600,NSW,22.69432764
16260,18050,3/1/21,0,NSW,32.386807
16260,18050,3/1/21,800,NSW,26.06552224
16260,18050,3/1/21,1600,NSW,45.78898393
16260,18250,1/1/21,0,NSW,31.56155502
16260,18250,1/1/21,800,NSW,29.67697791
16260,18250,1/1/21,1600,NSW,24.99984001
16260,18250,2/1/21,0,NSW,41.96095401
16260,18250,2/1/21,800,NSW,32.94997036
16260,18250,2/1/21,1600,NSW,21.59188498
16260,18250,3/1/21,0,NSW,35.20919151
16260,18250,3/1/21,800,NSW,27.97077979
16260,18250,3/1/21,1600,NSW,54.05958607
16260,18500,1/1/21,0,NSW,21.72626874
16260,18500,1/1/21,800,NSW,23.07459568
16260,18500,1/1/21,1600,NSW,19.31694621
16260,18500,2/1/21,0,NSW,31.16182108
16260,18500,2/1/21,800,NSW,27.98025269
16260,18500,2/1/21,1600,NSW,18.20358702
16260,18500,3/1/21,0,NSW,26.31340447
16260,18500,3/1/21,800,NSW,21.11880636
16260,18500,3/1/21,1600,NSW,38.57728844
16350,10500,1/1/21,0,NSW,4.334849311
16350,10500,1/1/21,800,NSW,3.828332671
16350,10500,1/1/21,1600,NSW,0.885441723
16350,10500,2/1/21,0,NSW,5.453660032
16350,10500,2/1/21,800,NSW,5.287342837
16350,10500,2/1/21,1600,NSW,1.474164101
16350,10500,3/1/21,0,NSW,3.820294941
16350,10500,3/1/21,800,NSW,5.54005502
16350,10500,3/1/21,1600,NSW,9.2372672
16350,10750,1/1/21,0,NSW,2442.098186
16350,10750,1/1/21,800,NSW,2672.031272
16350,10750,1/1/21,1600,NSW,2370.966528
16350,10750,2/1/21,0,NSW,2422.634177
16350,10750,2/1/21,800,NSW,2724.920364
16350,10750,2/1/21,1600,NSW,2362.549362
16350,10750,3/1/21,0,NSW,2441.866518
16350,10750,3/1/21,800,NSW,2678.067465
16350,10750,3/1/21,1600,NSW,2550.26356
16350,10900,1/1/21,0,NSW,92.13747245
16350,10900,1/1/21,800,NSW,134.1727884
16350,10900,1/1/21,1600,NSW,77.0228108
16350,10900,2/1/21,0,NSW,102.0702815
16350,10900,2/1/21,800,NSW,175.9446321
16350,10900,2/1/21,1600,NSW,70.80601305
16350,10900,3/1/21,0,NSW,105.9362098
16350,10900,3/1/21,800,NSW,138.4494684
16350,10900,3/1/21,1600,NSW,84.57980894
16350,11300,1/1/21,0,NSW,2.842013728
16350,11300,1/1/21,800,NSW,2.317039043
16350,11300,1/1/21,1600,NSW,0.056835091
16350,11300,2/1/21,0,NSW,2.947071012
16350,11300,2/1/21,800,NSW,2.942621294
16350,11300,2/1/21,1600,NSW,0.98038214
16350,11300,3/1/21,0,NSW,0.849664521
16350,11300,3/1/21,800,NSW,3.675033258
16350,11300,3/1/21,1600,NSW,3.974339324
16350,11450,1/1/21,0,NSW,8.108170193
16350,11450,1/1/21,800,NSW,3.000518251
16350,11450,1/1/21,1600,NSW,0.467305203
16350,11450,2/1/21,800,NSW,6.486536155
16350,11450,3/1/21,1600,NSW,12.24933677
16350,11500,1/1/21,0,NSW,11.63282252
16350,11500,1/1/21,800,NSW,6.34319218
16350,11500,1/1/21,1600,NSW,0.102637488
16350,11500,2/1/21,800,NSW,9.306258016
16350,11500,3/1/21,1600,NSW,21.10003
16350,11520,1/1/21,0,NSW,6.481424919
16350,11520,1/1/21,800,NSW,5.763709415
16350,11520,1/1/21,1600,NSW,3.656235762
16350,11520,2/1/21,0,NSW,3.983197943
16350,11520,2/1/21,800,NSW,1.510344486
16350,11520,2/1/21,1600,NSW,0.646726364
16350,11520,3/1/21,0,NSW,0.975811366
16350,11520,3/1/21,800,NSW,1.183325919
16350,11520,3/1/21,1600,NSW,18.6462408
16350,11570,1/1/21,0,NSW,17.71802291
16350,11570,1/1/21,800,NSW,31.45324388
16350,11570,1/1/21,1600,NSW,7.229501365
16350,11570,2/1/21,0,NSW,20.06531739
16350,11570,2/1/21,800,NSW,39.98089524
16350,11570,2/1/21,1600,NSW,11.52916614
16350,11570,3/1/21,0,NSW,13.18794604
16350,11570,3/1/21,800,NSW,31.14373397
16350,11570,3/1/21,1600,NSW,66.08548611
16350,12380,1/1/21,0,NSW,75.79276097
16350,12380,1/1/21,800,NSW,90.83012375
16350,12380,1/1/21,1600,NSW,65.09959448
16350,12380,2/1/21,0,NSW,90.34639322
16350,12380,2/1/21,800,NSW,118.3540831
16350,12380,2/1/21,1600,NSW,51.31067492
16350,12380,3/1/21,0,NSW,77.82096467
16350,12380,3/1/21,800,NSW,86.3884754
16350,12380,3/1/21,1600,NSW,237.0224324
16350,12850,1/1/21,0,NSW,51.37151728
16350,12850,1/1/21,800,NSW,61.0200644
16350,12850,1/1/21,1600,NSW,58.7775742
16350,12850,2/1/21,0,NSW,63.10380156
16350,12850,2/1/21,800,NSW,76.28267006
16350,12850,2/1/21,1600,NSW,29.74621651
16350,12850,3/1/21,0,NSW,37.2418412
16350,12850,3/1/21,800,NSW,55.34589032
16350,12850,3/1/21,1600,NSW,253.9264829
16350,12930,1/1/21,0,NSW,0.072330694
16350,12930,1/1/21,800,NSW,0.088307738
16350,12930,1/1/21,1600,NSW,0.010054795
16350,12930,2/1/21,0,NSW,0.078548746
16350,12930,2/1/21,800,NSW,0.113736972
16350,12930,2/1/21,1600,NSW,0.035394277
16350,12930,3/1/21,0,NSW,0.034331329
16350,12930,3/1/21,800,NSW,0.118590292
16350,12930,3/1/21,1600,NSW,0.171705931
16350,13800,1/1/21,0,NSW,332.0785459
16350,13800,1/1/21,800,NSW,382.0201492
16350,13800,1/1/21,1600,NSW,326.2084056
16350,13800,2/1/21,0,NSW,329.3837938
16350,13800,2/1/21,800,NSW,374.7162058
16350,13800,2/1/21,1600,NSW,338.1272662
16350,13800,3/1/21,0,NSW,328.9643282
16350,13800,3/1/21,800,NSW,381.5819341
16350,13800,3/1/21,1600,NSW,330.5981448
16350,14000,1/1/21,0,NSW,5.178782742
16350,14000,1/1/21,800,NSW,4.703038359
16350,14000,1/1/21,1600,NSW,1.584490338
16350,14000,2/1/21,800,NSW,2.616594106
16350,14000,3/1/21,1600,NSW,7.620351981
16350,14100,1/1/21,0,NSW,0.889278276
16350,14100,1/1/21,800,NSW,0.755234981
16350,14100,1/1/21,1600,NSW,0.467118804
16350,14100,2/1/21,0,NSW,0.457335942
16350,14100,3/1/21,1600,NSW,2.588340251
16350,14170,1/1/21,0,NSW,13.05901293
16350,14170,1/1/21,800,NSW,10.37378118
16350,14170,1/1/21,1600,NSW,1.246694814
16350,14170,2/1/21,0,NSW,13.50987376
16350,14170,2/1/21,800,NSW,13.33727556
16350,14170,2/1/21,1600,NSW,4.260511336
16350,14170,3/1/21,0,NSW,5.311647782
16350,14170,3/1/21,800,NSW,15.97977806
16350,14170,3/1/21,1600,NSW,22.84100273
16350,14500,3/1/21,1600,NSW,12.21046049
16350,14700,1/1/21,0,NSW,1.840321059
16350,14700,1/1/21,800,NSW,1.190104246
16350,14700,1/1/21,1600,NSW,1.073773887
16350,14700,2/1/21,0,NSW,0.720672983
16350,14700,3/1/21,1600,NSW,6.548805955
16350,14900,1/1/21,0,NSW,62.18771763
16350,14900,1/1/21,800,NSW,72.78864273
16350,14900,1/1/21,1600,NSW,42.1365671
16350,14900,2/1/21,0,NSW,56.72292446
16350,14900,2/1/21,800,NSW,84.22168653
16350,14900,2/1/21,1600,NSW,35.51240046
16350,14900,3/1/21,0,NSW,42.82122322
16350,14900,3/1/21,800,NSW,68.74735481
16350,14900,3/1/21,1600,NSW,79.87808799
16350,15350,1/1/21,0,NSW,0.891213831
16350,15350,1/1/21,1600,NSW,0.685549101
16350,15350,3/1/21,1600,NSW,5.014622269
16350,15950,1/1/21,0,NSW,2.126967958
16350,15950,1/1/21,1600,NSW,1.636129198
16350,15950,3/1/21,1600,NSW,11.96788079
16350,15990,1/1/21,0,NSW,0.58017923
16350,15990,1/1/21,1600,NSW,0.446291716
16350,15990,3/1/21,1600,NSW,3.26451362
16350,16260,1/1/21,0,NSW,68.26806631
16350,16260,1/1/21,800,NSW,74.15673268
16350,16260,1/1/21,1600,NSW,52.30170462
16350,16260,2/1/21,0,NSW,65.76023287
16350,16260,2/1/21,800,NSW,87.49237036
16350,16260,2/1/21,1600,NSW,34.98617838
16350,16260,3/1/21,0,NSW,55.75977817
16350,16260,3/1/21,800,NSW,61.61297641
16350,16260,3/1/21,1600,NSW,184.1928188
16350,16350,1/1/21,0,NSW,11837.00685
16350,16350,1/1/21,800,NSW,13089.06767
16350,16350,1/1/21,1600,NSW,12029.6397
16350,16350,2/1/21,0,NSW,11857.94559
16350,16350,2/1/21,800,NSW,13054.83877
16350,16350,2/1/21,1600,NSW,12244.82903
16350,16350,3/1/21,0,NSW,12258.40285
16350,16350,3/1/21,800,NSW,13578.89729
16350,16350,3/1/21,1600,NSW,11711.81185
16350,16550,1/1/21,0,NSW,7.21645552
16350,16550,1/1/21,800,NSW,6.8811982
16350,16550,1/1/21,1600,NSW,2.962309781
16350,16550,2/1/21,0,NSW,10.54055687
16350,16550,2/1/21,800,NSW,9.844476777
16350,16550,2/1/21,1600,NSW,2.318329393
16350,16550,3/1/21,0,NSW,10.51596021
16350,16550,3/1/21,800,NSW,8.737411789
16350,16550,3/1/21,1600,NSW,21.14260086
16350,16700,1/1/21,0,NSW,7.804768096
16350,16700,1/1/21,800,NSW,7.377857733
16350,16700,1/1/21,1600,NSW,5.095787868
16350,16700,2/1/21,0,NSW,5.535586271
16350,16700,2/1/21,800,NSW,4.90941396
16350,16700,2/1/21,1600,NSW,2.014913337
16350,16700,3/1/21,0,NSW,3.142965395
16350,16700,3/1/21,800,NSW,3.379644119
16350,16700,3/1/21,1600,NSW,29.27973078
16350,17100,1/1/21,0,NSW,6.719125385
16350,17100,1/1/21,800,NSW,7.823255567
16350,17100,1/1/21,1600,NSW,5.140978654
16350,17100,2/1/21,0,NSW,7.14104758
16350,17100,2/1/21,800,NSW,10.11570255
16350,17100,2/1/21,1600,NSW,4.069983638
16350,17100,3/1/21,0,NSW,5.946923191
16350,17100,3/1/21,800,NSW,7.912104039
16350,17100,3/1/21,1600,NSW,21.49781274
16350,17200,1/1/21,0,NSW,13.73211111
16350,17200,1/1/21,800,NSW,12.50864964
16350,17200,1/1/21,1600,NSW,5.857221006
16350,17200,2/1/21,0,NSW,19.16063585
16350,17200,2/1/21,800,NSW,17.89530069
16350,17200,2/1/21,1600,NSW,4.214261716
16350,17200,3/1/21,0,NSW,19.11592402
16350,17200,3/1/21,800,NSW,15.88287674
16350,17200,3/1/21,1600,NSW,41.88802786
16350,17420,1/1/21,0,NSW,33.42853174
16350,17420,1/1/21,800,NSW,43.12598024
16350,17420,1/1/21,1600,NSW,26.24052313
16350,17420,2/1/21,0,NSW,42.25683137
16350,17420,2/1/21,800,NSW,31.57340885
16350,17420,2/1/21,1600,NSW,11.06916287
16350,17420,3/1/21,0,NSW,19.64817857
